id,source,type,name,first_name,second_name,third_name,father_name,last_name,title,program,function,summary,url,gender,listed_at,updated_at,timestamp
us-ofac.9e12da163c1f430487c34ec9bc2ca9b71216be30,us-ofac,individual,Dusko SIKIRICA,Dusko,,,,SIKIRICA,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.379081
us-ofac.427fa7a6765d55d1ff44a4a4281627d7c227a14c,us-ofac,individual,Franko SIMATOVIC,Franko,,,,SIMATOVIC,,BALKANS,,ICTY indictee in Serb custody,,,,2018-04-06,2018-04-17T16:19:59.385959
us-ofac.2df59281dcb4c7555f467a99baa836b2eb01ffcb,us-ofac,individual,Blagoje SIMIC,Blagoje,,,,SIMIC,,BALKANS,,ICTY indictee in custody,,,,2018-04-06,2018-04-17T16:19:59.394291
us-ofac.fc02588c86734cbe9c6f8c20f8baee6fcd8ebbcb,us-ofac,individual,Milan SIMIC,Milan,,,,SIMIC,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.404888
us-ofac.d21cdb9f56ef84e44a1c158a0628a86d7a55c2d8,us-ofac,individual,Veselin SLJIVANCANIN,Veselin,,,,SLJIVANCANIN,,BALKANS,,ICTY indictee at large,,,,2018-04-06,2018-04-17T16:19:59.414159
us-ofac.deeb48d22a734ab24548cb0bcc1ee70406516f49,us-ofac,individual,Stanko SOPTA,Stanko,,,,SOPTA,,BALKANS,,,,,,2018-04-06,2018-04-17T16:19:59.421558
us-ofac.f0af3fe564f1732680fc6073a389c3e348be3e2a,us-ofac,individual,Milomir STAKIC,Milomir,,,,STAKIC,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.428948
us-ofac.12328828ef526259aeebbaac3440b93286bae645,us-ofac,individual,Jovica STANISIC,Jovica,,,,STANISIC,,BALKANS,,ICTY indictee in Serb custody,,,,2018-04-06,2018-04-17T16:19:59.436950
us-ofac.7469b231e510b1e188dceb0769efb854b5ad6f6a,us-ofac,individual,Radovan STANKOVIC,Radovan,,,,STANKOVIC,,BALKANS,,ICTY indictee in custody,,,,2018-04-06,2018-04-17T16:19:59.444378
us-ofac.8afae4484ee9ceb3df1440caab46742fedbc0e18,us-ofac,individual,Novak STEPANOVIC,Novak,,,,STEPANOVIC,,BALKANS,,,,,,2018-04-06,2018-04-17T16:19:59.451938
us-ofac.f47ef5f91902af334a1be490e92941a3466aebcb,us-ofac,individual,Pavle STRUGAR,Pavle,,,,STRUGAR,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.458418
us-ofac.329b267a1ce06752e70d617e134bc5f219751603,us-ofac,individual,Bogdan SUBOTIC,Bogdan,,,,SUBOTIC,,BALKANS,,,,,,2018-04-06,2018-04-17T16:19:59.465758
us-ofac.4615b4f2884080980b6d15f9ba400e9a43df5e03,us-ofac,individual,Emrush SUMA,Emrush,,,,SUMA,,BALKANS,,,,,,2018-04-06,2018-04-17T16:19:59.474901
us-ofac.da4a0858893da80b3152797ad7ebaddcd9a6e635,us-ofac,individual,Azem SYLA,Azem,,,,SYLA,,BALKANS,,,,,,2018-04-06,2018-04-17T16:19:59.481715
us-ofac.7249cbc29b842940ee5da30a766965568fb9a47e,us-ofac,individual,Dusan TADIC,Dusan,,,,TADIC,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.488596
us-ofac.f5101c7e2865fd72271e379278fc1a0b67b1a07a,us-ofac,individual,Miroslav TADIC,Miroslav,,,,TADIC,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.496296
us-ofac.3ebd39fcf34b91ed0e5c5ef176190d375852bfd7,us-ofac,individual,Momir TALIC,Momir,,,,TALIC,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.504429
us-ofac.76416a6bb3d58c4b8ce5b5f20de9d3906fc807b5,us-ofac,individual,Stevan TODOROVIC,Stevan,,,,TODOROVIC,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.511721
us-ofac.cbb5840bbeb119986dbd59be3abb2b98a4146712,us-ofac,individual,Savo TODOVIC,Savo,,,,TODOVIC,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.519062
us-ofac.89cc0bdade4083551fe928f0d60fd821080c0f75,us-ofac,individual,Sami UKSINI,Sami,,,,UKSINI,,BALKANS,,,,,,2018-04-06,2018-04-17T16:19:59.527363
us-ofac.7ec5f210d59cf6ed677dc49521491a9e87834c7f,us-ofac,individual,Mitar VASILJEVIC,Mitar,,,,VASILJEVIC,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.536378
us-ofac.2c1709ceccf3e296f18348d210605f4d1cf9445c,us-ofac,individual,Zoran VUKOVIC,Zoran,,,,VUKOVIC,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.544031
us-ofac.4d701d2f48ec17319daa80c60681bdfc6b1241db,us-ofac,individual,Shefit XHAFERI,Shefit,,,,XHAFERI,,BALKANS,,,,,,2018-04-06,2018-04-17T16:19:59.550024
us-ofac.b3f28e94282d422b1b36a18e05a955f9344a7a48,us-ofac,individual,Emrush XHEMAJLI,Emrush,,,,XHEMAJLI,,BALKANS,,,,,,2018-04-06,2018-04-17T16:19:59.556970
us-ofac.1ac0806776f4fc96eb76a672e2e6f7cd13e6d7f2,us-ofac,individual,Muhamet XHEMAJLI,Muhamet,,,,XHEMAJLI,,BALKANS,,,,,,2018-04-06,2018-04-17T16:19:59.564164
us-ofac.c9c4aeecf9419f2f34ff3526485aa9b6a6e2b75c,us-ofac,individual,Simo ZARIC,Simo,,,,ZARIC,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.571630
us-ofac.3614953cb602deaaeb895b121e67858be272dd0d,us-ofac,individual,Ljiljana ZELEN-KARADZIC,Ljiljana,,,,ZELEN-KARADZIC,,BALKANS,,,,,,2018-04-06,2018-04-17T16:19:59.580910
us-ofac.5e402fbbbdb0f6abd8385b6657223ea714c7faf3,us-ofac,individual,Dragan ZELENOVIC,Dragan,,,,ZELENOVIC,,BALKANS,,ICTY indictee at large,,,,2018-04-06,2018-04-17T16:19:59.587878
us-ofac.32ad2362d5db00f78de2ed29a08b5c85c06ce4fa,us-ofac,individual,Zoran ZIGIC,Zoran,,,,ZIGIC,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.594916
us-ofac.8ce9d99ddb98d79915d0e57682e64984ffa862b8,us-ofac,individual,Stojan ZUPLJANIN,Stojan,,,,ZUPLJANIN,,BALKANS,,ICTY indictee,,,,2018-04-06,2018-04-17T16:19:59.600694
us-ofac.a3835b36b07cba7ce16a0cc60535687838ea5ac5,us-ofac,individual,Leonardo DIAS DE MENDONCA,Leonardo,,,,DIAS DE MENDONCA,,SDNTK,,,,,,2018-04-06,2018-04-17T16:19:59.609901
us-ofac.09e5e207db9f35766bfa8040ca0e046cc7de9613,us-ofac,individual,Juan Jose ESPARRAGOZA MORENO,Juan Jose,,,,ESPARRAGOZA MORENO,,SDNTK,,,,,,2018-04-06,2018-04-17T16:19:59.621683
us-ofac.72ed9ee3808f5eaa502510dffd4d73b46405f1a2,us-ofac,individual,Hector Luis PALMA SALAZAR,Hector Luis,,,,PALMA SALAZAR,,SDNTK,,,,,,2018-04-06,2018-04-17T16:19:59.632702
us-ofac.0fef46f8101306fe548dc03dbd18aa305692896b,us-ofac,individual,Jose Albino QUINTERO MERAZ,Jose Albino,,,,QUINTERO MERAZ,,SDNTK,,,,,,2018-04-06,2018-04-17T16:19:59.640530
us-ofac.e31de2aee1feb306f71e6a932308e4a148a30d99,us-ofac,entity,UNITED WA STATE ARMY,,,,,UNITED WA STATE ARMY,,SDNTK,,,,,,2018-04-06,2018-04-17T16:19:59.647227
us-ofac.1076cb17a11faf19ec9d11d54d574b88d0a8ff3f,us-ofac,individual,Youssef ABDAOUI,Youssef,,,,ABDAOUI,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.655158
us-ofac.0bc1e709b554e1a9eace07d7d65b08c5a2f4670b,us-ofac,individual,Mohamed Amine AKLI,Mohamed Amine,,,,AKLI,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.666492
us-ofac.4f5203b16b2eebcb99c15ae15e7b1ed1c275a950,us-ofac,individual,Mehrez AMDOUNI,Mehrez,,,,AMDOUNI,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.679032
us-ofac.69f26cc21522cf474b5c177e5f2513fa14782f96,us-ofac,individual,Chiheb Ben Mohamed AYARI,Chiheb Ben Mohamed,,,,AYARI,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.690303
us-ofac.831b989119662855226b61077b054098dff89fd4,us-ofac,individual,Mondher BAAZAOUI,Mondher,,,,BAAZAOUI,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.699129
us-ofac.936d9f3b63fb6a42ca040e1f59924b398dc34723,us-ofac,individual,Lionel DUMONT,Lionel,,,,DUMONT,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.710008
us-ofac.622aec07cf27f041c13fb4108e19a848653b86b7,us-ofac,individual,Moussa Ben Amor Ben Ali ESSAADI,Moussa Ben Amor Ben Ali,,,,ESSAADI,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.720810
us-ofac.24fe1b5ecd8070851fd6cb4cdb249504017d449f,us-ofac,individual,Rachid FETTAR,Rachid,,,,FETTAR,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.729666
us-ofac.90434c354f4a3164f10b4cf28921036ebba24608,us-ofac,individual,Brahim Ben Hedili Ben Mohamed HAMAMI,Brahim Ben Hedili Ben Mohamed,,,,HAMAMI,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.738050
us-ofac.f457b02d4c26ec4d3dc545af39200f9aa048b7e4,us-ofac,individual,Khalil JARRAYA,Khalil,,,,JARRAYA,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.748337
us-ofac.8164271f90165b5493ed68b03b5e9785622de2ec,us-ofac,individual,Mounir Ben Habib JARRAYA,Mounir Ben Habib,,,,JARRAYA,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.760950
us-ofac.71ab215d882ca3c7fea4bf7c0ce990fbb87c9e5f,us-ofac,individual,Faouzi Ben Mohamed Ben Ahmed JENDOUBI,Faouzi Ben Mohamed Ben Ahmed,,,,JENDOUBI,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.770089
us-ofac.9724e17246747e599d735d1e0893e1d8fe74e77c,us-ofac,individual,Fethi Ben Rebai Ben Absha MNASRI,Fethi Ben Rebai Ben Absha,,,,MNASRI,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.780240
us-ofac.bc55df64d37ff3974137fb88d4fbc5f0e1bccaee,us-ofac,individual,Najib OUAZ,Najib,,,,OUAZ,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.790916
us-ofac.82504b44757152d299dc4a1610425a7a167464c6,us-ofac,individual,Ahmed Hosni RARRBO,Ahmed Hosni,,,,RARRBO,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.799366
us-ofac.76e3c912cd1f17b65a81b1849a1e6bd80a4951e6,us-ofac,individual,Nedal SALEH,Nedal,,,,SALEH,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.807724
us-ofac.9d34d1533a764406aed45a2db90972df05521b2a,us-ofac,individual,Abdelghani MZOUDI,Abdelghani,,,,MZOUDI,,SDGT,,,,,,2018-04-06,2018-04-17T16:19:59.817304
us-ofac.f67a3080e5f30883a7516fc47bfbe939c3175478,us-ofac,individual,Saddam Hussein AL-TIKRITI,Saddam Hussein,,,,AL-TIKRITI,,IRAQ2,,named in UNSCR 1483; President since 1979,,,,2018-04-06,2018-04-17T16:19:59.828369
us-ofac.9fe439bdf1d299b7fe946932d1f9125c61ca3e4b,us-ofac,individual,Qusay Saddam Hussein AL-TIKRITI,Qusay Saddam Hussein,,,,AL-TIKRITI,,IRAQ2,,"Saddam Hussein al-Tikriti's second son; oversaw Special Republican Guard, Special Security Organization, and Republican Guard",,,,2018-04-06,2018-04-17T16:19:59.837328
us-ofac.28a4ff74ab1e9533daeb3db922959a173272812e,us-ofac,individual,Uday Saddam Hussein AL-TIKRITI,Uday Saddam Hussein,,,,AL-TIKRITI,,IRAQ2,,Saddam Hussein al-Tikriti's eldest son; leader of paramilitary organization Fedayeen Saddam,,,,2018-04-06,2018-04-17T16:19:59.843327
us-ofac.b2b938d2a867cb8d8586346cd02e15ea2b81fe33,us-ofac,individual,Abid Hamid Mahmud AL-TIKRITI,Abid Hamid Mahmud,,,,AL-TIKRITI,,IRAQ2,,Saddam Hussein al-Tikriti's presidential secretary and key advisor,,,,2018-04-06,2018-04-17T16:19:59.851784
us-ofac.e9bce586b8ae164cdda90a17b76295bdcdb9959f,us-ofac,individual,Ali Hassan al-Majid AL-TIKRITI,Ali Hassan al-Majid,,,,AL-TIKRITI,,IRAQ2,,presidential advisor and senior member of Revolutionary Command Council,,,,2018-04-06,2018-04-17T16:19:59.859382
us-ofac.e6c3f59d54816eeac67b907f5fcc29650ca63b3a,us-ofac,individual,Izzat Ibrahim AL-DURI,Izzat Ibrahim,,,,AL-DURI,,IRAQ2,,"Former deputy commander-in-chief of Iraqi military; deputy secretary, Former Ba'th party regional command; Former vice chairman, Revolutionary Command Council",,,,2018-04-06,2018-04-17T16:19:59.867622
us-ofac.3e8324284e9d76de5c99144e44b8e678876a2fbb,us-ofac,individual,Hani abd-al-Latif Tilfah AL-TIKRITI,Hani abd-al-Latif Tilfah,,,,AL-TIKRITI,,IRAQ2,,#2 in Special Security Organization,,,,2018-04-06,2018-04-17T16:19:59.919647
us-ofac.a0801b187673488397e002529eecd43dedfa38c4,us-ofac,individual,Aziz Salih AL-NUMAN,Aziz Salih,,,,AL-NUMAN,,IRAQ2,,Ba'th party regional command chairman,,,,2018-04-06,2018-04-17T16:19:59.926703
us-ofac.a5d9b4c48d04b9bfc69df160c949a59377ab52a9,us-ofac,individual,Muhammad Hamza ZUBAIDI,Muhammad Hamza,,,,ZUBAIDI,,IRAQ2,,former prime minister,,,,2018-04-06,2018-04-17T16:19:59.934556
us-ofac.82de6b1cf073c7ac3e287cc376f132aef537c1ef,us-ofac,individual,Kamal Mustafa Sultan Abdallah AL-TIKRITI,Kamal Mustafa Sultan Abdallah,,,,AL-TIKRITI,,IRAQ2,,Republican Guard Secretary; led Special Republican Guard and commanded both Republican Guard corps,,,,2018-04-06,2018-04-17T16:19:59.948799
us-ofac.c359e6fa7f214b800dd1843a0aa5ff611cbb053c,us-ofac,individual,Barzan abd al-Ghafur Sulaiman Majid AL-TIKRITI,Barzan abd al-Ghafur Sulaiman Majid,,,,AL-TIKRITI,,IRAQ2,,"commander, Special Republican Guard",,,,2018-04-06,2018-04-17T16:19:59.955621
us-ofac.93ffe1167d530e3383d32ce7177a376cccb8e135,us-ofac,individual,Muzahim Sa'b Hassan AL-TIKRITI,Muzahim Sa'b Hassan,,,,AL-TIKRITI,,IRAQ2,,"led Iraq's Air Defense Forces; Deputy Director, Organization of Military Industrialization",,,,2018-04-06,2018-04-17T16:19:59.962664
us-ofac.ce716d2853a8ef75aaff64028b3e6f0500b99343,us-ofac,individual,Ibrahim Ahmad abd al-Sattar Muhammed AL-TIKRITI,Ibrahim Ahmad abd al-Sattar Muhammed,,,,AL-TIKRITI,,IRAQ2,,armed forces chief of staff,,,,2018-04-06,2018-04-17T16:19:59.969555
us-ofac.9ca2d809f5350e795c18378de3fa69f19414f32c,us-ofac,individual,Saif-al-Din Fulayyih Hassan Taha AL-RAWI,Saif-al-Din Fulayyih Hassan Taha,,,,AL-RAWI,,IRAQ2,,Republican Guard chief of staff,,,,2018-04-06,2018-04-17T16:19:59.976475
us-ofac.0931e3cd3a0b0727505377d329f9ed72e139d074,us-ofac,individual,Rafi abd-al-Latif Tilfah AL-TIKRITI,Rafi abd-al-Latif Tilfah,,,,AL-TIKRITI,,IRAQ2,,"Director, Directorate of General Security",,,,2018-04-06,2018-04-17T16:19:59.983927
us-ofac.4084f4b4849d082154d100f9b8ad0cc9acef2293,us-ofac,individual,Tahir Jalil Habbush AL-TIKRITI,Tahir Jalil Habbush,,,,AL-TIKRITI,,IRAQ2,,director of Iraqi Intelligence Service,,,,2018-04-06,2018-04-17T16:19:59.989744
us-ofac.89bc2d9d3046a6f22e722f3e4de05d2b28a6ed17,us-ofac,individual,Hamid Raja Shalah AL-TIKRITI,Hamid Raja Shalah,,,,AL-TIKRITI,,IRAQ2,,air force commander,,,,2018-04-06,2018-04-17T16:19:59.995373
us-ofac.9a6104cb20f5639c052d01dc64068f2cb1d4f0dc,us-ofac,individual,Latif Nusayyif Jasim AL-DULAYMI,Latif Nusayyif Jasim,,,,AL-DULAYMI,,IRAQ2,,Former Ba'th party military bureau deputy chairman,,,,2018-04-06,2018-04-17T16:20:00.004299
us-ofac.931b538db03dd64fff47660831f69c065af63360,us-ofac,individual,Abd-al-Tawab Mullah HUWAYSH,Abd-al-Tawab Mullah,,,,HUWAYSH,,IRAQ2,,"deputy prime minister; director, Organization of Military Industrialization",,,,2018-04-06,2018-04-17T16:20:00.011632
us-ofac.9f53eebf30c81d2795853d69c00a66e10943ee28,us-ofac,individual,Taha Yassin Ramadan AL-JIZRAWI,Taha Yassin Ramadan,,,,AL-JIZRAWI,,IRAQ2,,Former Vice President,,,,2018-04-06,2018-04-17T16:20:00.018780
us-ofac.fb8d6a8089d9e6766667d649777f3dfb3f7b608b,us-ofac,individual,Rukan Razuki abd-al-Ghafur Sulaiman AL-TIKRITI,Rukan Razuki abd-al-Ghafur Sulaiman,,,,AL-TIKRITI,,IRAQ2,,head of Tribal Affairs Office in presidential office,,,,2018-04-06,2018-04-17T16:20:00.026737
us-ofac.a43bbb21c83ce96c8a109b76a2235b1e43b2342d,us-ofac,individual,Jamal Mustafa Abdallah Sultan AL-TIKRITI,Jamal Mustafa Abdallah Sultan,,,,AL-TIKRITI,,IRAQ2,,deputy head of tribal affairs in presidential office,,,,2018-04-06,2018-04-17T16:20:00.036176
us-ofac.13ecd1d240d436d4ced2334d9ecf38a0c7a7a3bf,us-ofac,individual,Mizban Khadr HADI,Mizban Khadr,,,,HADI,,IRAQ2,,"member, Ba'th party regional command and Revolutionary Command Council since 1991",,,,2018-04-06,2018-04-17T16:20:00.043049
us-ofac.2adfc440ec68cebb83fd473a9474a3fc83316241,us-ofac,individual,Taha Muhyi-al-Din MA'RUF,Taha Muhyi-al-Din,,,,MA'RUF,,IRAQ2,,Vice President; member of Revolutionary Command Council,,,,2018-04-06,2018-04-17T16:20:00.049822
us-ofac.5e50660b51c725f092036eb3a95d5863ea4d63c9,us-ofac,individual,Tariq AZIZ,Tariq,,,,AZIZ,,IRAQ2,,Deputy Prime Minister,,,,2018-04-06,2018-04-17T16:20:00.057706
us-ofac.a21cdeaea35eec691a4d2939f45926b1ac0f4676,us-ofac,individual,Walid Hamid Tawfiq AL-TIKRITI,Walid Hamid Tawfiq,,,,AL-TIKRITI,,IRAQ2,,Governor of Basrah,,,,2018-04-06,2018-04-17T16:20:00.067263
us-ofac.9286f79f1ec7e51219cc3b8b9ea0cac317688f00,us-ofac,individual,Sultan Hashim Ahmad AL-TAI,Sultan Hashim Ahmad,,,,AL-TAI,,IRAQ2,,Minister of Defense,,,,2018-04-06,2018-04-17T16:20:00.074954
us-ofac.a7e949ab4f7d3413d93a87b08d35f3fe6b4b34f7,us-ofac,individual,Hikmat Mizban Ibrahim AL-AZZAWI,Hikmat Mizban Ibrahim,,,,AL-AZZAWI,,IRAQ2,,Former Deputy Prime Minister and Finance Minister,,,,2018-04-06,2018-04-17T16:20:00.082042
us-ofac.e7a14144d55e296817ad52884b8e2c4d7c1d365a,us-ofac,individual,Mahmud Dhiyab AL-AHMAD,Mahmud Dhiyab,,,,AL-AHMAD,,IRAQ2,,Former Minister of Interior,,,,2018-04-06,2018-04-17T16:20:00.089458
us-ofac.b0d7569616c6b98f7303f274a513512d2c12d35c,us-ofac,individual,Ayad Futayyih Khalifa AL-RAWI,Ayad Futayyih Khalifa,,,,AL-RAWI,,IRAQ2,,Quds Force Chief of Staff,,,,2018-04-06,2018-04-17T16:20:00.097028
us-ofac.052435e41345d48ce3f9205b1f6bd2cde5a564c7,us-ofac,individual,Zuhair Talib abd-al-Sattar AL-NAQIB,Zuhair Talib abd-al-Sattar,,,,AL-NAQIB,,IRAQ2,,"Director, Military Intelligence",,,,2018-04-06,2018-04-17T16:20:00.105026
us-ofac.2ca6996dfe55df7f8e9c364109f49b1764ac8a8c,us-ofac,individual,Amir Hamudi Hassan AL-SA'DI,Amir Hamudi Hassan,,,,AL-SA'DI,,IRAQ2,,presidential scientific advisor,,,,2018-04-06,2018-04-17T16:20:00.112441
us-ofac.011e520870f2c98211d663eff0306e1ed4a32b3a,us-ofac,individual,Amir Rashid Muhammad AL-UBAIDI,Amir Rashid Muhammad,,,,AL-UBAIDI,,IRAQ2,,Minister of Oil,,,,2018-04-06,2018-04-17T16:20:00.120036
us-ofac.645bfa3d5d8076e66fe924ba34b8c81a85a4eda3,us-ofac,individual,Husam Muhammad Amin AL-YASSIN,Husam Muhammad Amin,,,,AL-YASSIN,,IRAQ2,,"head, National Monitoring Directorate",,,,2018-04-06,2018-04-17T16:20:00.128900
us-ofac.37075c3da826452adcbb655dac2949ad75c85e28,us-ofac,individual,Muhammad Mahdi AL-SALIH,Muhammad Mahdi,,,,AL-SALIH,,IRAQ2,,Minister of Trade,,,,2018-04-06,2018-04-17T16:20:00.137692
us-ofac.2e9ea4f09abae336982c80cd97b13881f7282bb8,us-ofac,individual,Sab'awi Ibrahim Hassan AL-TIKRITI,Sab'awi Ibrahim Hassan,,,,AL-TIKRITI,,IRAQ2,,presidential advisor; half-brother of Saddam Hussein al-Tikriti,,,,2018-04-06,2018-04-17T16:20:00.144635
us-ofac.e43f47a24b2948f174524d5a099449569c1cf971,us-ofac,individual,Watban Ibrahim Hassan AL-TIKRITI,Watban Ibrahim Hassan,,,,AL-TIKRITI,,IRAQ2,,presidential advisor; half-brother of Saddam Hussein al-Tikriti,,,,2018-04-06,2018-04-17T16:20:00.152234
us-ofac.5537792085d7e194272036d1d42f1ecfa3494b98,us-ofac,individual,Barzan Ibrahim Hassan AL-TIKRITI,Barzan Ibrahim Hassan,,,,AL-TIKRITI,,IRAQ2,,presidential advisor; half-brother of Saddam Hussein al-Tikriti,,,,2018-04-06,2018-04-17T16:20:00.160517
us-ofac.05eaaa70c68f021cd6253bcb6b50d9ced7564700,us-ofac,individual,Huda Salih Mahdi AMMASH,Huda Salih Mahdi,,,,AMMASH,,IRAQ2,,"member, Ba'th party regional command",,,,2018-04-06,2018-04-17T16:20:00.168381
us-ofac.f9f6f2bba39305e6e628acaebbac140bbdafecaf,us-ofac,individual,Abd-al-Baqi abd-al-Karim Abdallah AL-SAD'UN,Abd-al-Baqi abd-al-Karim Abdallah,,,,AL-SAD'UN,,IRAQ2,,"Ba'th party regional command chairman, Diyala",,,,2018-04-06,2018-04-17T16:20:00.174540
us-ofac.4dc40489a4ed5e00fb891895a94892214368c102,us-ofac,individual,Muhammad Zimam abd-al-Razzaq AL-SA'DUN,Muhammad Zimam abd-al-Razzaq,,,,AL-SA'DUN,,IRAQ2,,"Ba'th party regional chairman, at-Tamim",,,,2018-04-06,2018-04-17T16:20:00.180554
us-ofac.4d64e9fb6b20796e5e4fb819c554dd3a71108ec7,us-ofac,individual,Samir abd al-Aziz AL-NAJIM,Samir abd al-Aziz,,,,AL-NAJIM,,IRAQ2,,"Ba'th party regional command chairman, East Baghdad",,,,2018-04-06,2018-04-17T16:20:00.186477
us-ofac.5472ac67b59eb09604c18081ff595a435d11abb2,us-ofac,individual,Humam abd-al-Khaliq ABD-AL-GHAFUR,Humam abd-al-Khaliq,,,,ABD-AL-GHAFUR,,IRAQ2,,"Former Minister of Higher Education and Research; M0018061/104,issued 12 September 1993",,,,2018-04-06,2018-04-17T16:20:00.194943
us-ofac.ca6d3d42892f557d612d506cb08412e730a3dbc5,us-ofac,individual,Yahia Abdallah AL-UBAIDI,Yahia Abdallah,,,,AL-UBAIDI,,IRAQ2,,"Ba'th party regional command chairman, al-Basrah",,,,2018-04-06,2018-04-17T16:20:00.201685
us-ofac.c25776c39ff6cf91b44cefd54b7b9cfe037d321b,us-ofac,individual,Nayif Shindakh Thamir GHALIB,Nayif Shindakh Thamir,,,,GHALIB,,IRAQ2,,"Ba'th party regional command chairman, an-Najaf; member; Iraqi National Assembly",,,,2018-04-06,2018-04-17T16:20:00.206440
us-ofac.964b6263b3c32558adf07f7889fdc5243f5a7ffb,us-ofac,individual,Saif-al-Din AL-MASHHADANI,Saif-al-Din,,,,AL-MASHHADANI,,IRAQ2,,"Ba'th party regional command chairman, al-Muthanna",,,,2018-04-06,2018-04-17T16:20:00.212847
us-ofac.2745b9f2d6cc7850a63a6f01065886ee391c24c9,us-ofac,individual,Fadil Mahmud GHARIB,Fadil Mahmud,,,,GHARIB,,IRAQ2,,"Ba'th party regional command chairman, Babil; chairman, General Federation of Iraqi Trade Unions",,,,2018-04-06,2018-04-17T16:20:00.219563
us-ofac.c3f198cf87cefd6e610b3b0261c58dd46ec4d70d,us-ofac,individual,Muhsin Khadr AL-KHAFAJI,Muhsin Khadr,,,,AL-KHAFAJI,,IRAQ2,,"Former Ba'th party regional command chairman, al-Qadisiyah",,,,2018-04-06,2018-04-17T16:20:00.227162
us-ofac.fa8d7ee9039d1c926cc078b10656b37032d27f68,us-ofac,individual,Rashid Taan KAZIM,Rashid Taan,,,,KAZIM,,IRAQ2,,"Ba'th party regional command chairman, al-Anbar",,,,2018-04-06,2018-04-17T16:20:00.233143
us-ofac.4d125b9b4b44e98a5b668b85442940de9d59d582,us-ofac,individual,Ugla Abid Saqar AL-KUBAYSI,Ugla Abid Saqar,,,,AL-KUBAYSI,,IRAQ2,,"Former Ba'th party regional command chairman, Maysan",,,,2018-04-06,2018-04-17T16:20:00.239311
us-ofac.bd4eb907d49cfc66b1770828342668407fe7136f,us-ofac,individual,Ghazi Hammud AL-UBAIDI,Ghazi Hammud,,,,AL-UBAIDI,,IRAQ2,,"Ba'th party regional command chairman, Wasit",,,,2018-04-06,2018-04-17T16:20:00.246177
us-ofac.3ee6126a2229c1ab6339598070f98e282b14970b,us-ofac,individual,Adil Abdallah MAHDI,Adil Abdallah,,,,MAHDI,,IRAQ2,,"Ba'th party regional command chairman, Dhi-Qar",,,,2018-04-06,2018-04-17T16:20:00.253301
us-ofac.70ee7c4808b7bd13d361a74c9bb3c969f9613d60,us-ofac,individual,Hussein Qaid AL-AWADI,Hussein Qaid,,,,AL-AWADI,,IRAQ2,,"Former Ba'th party regional command chairman, Ninawa,",,,,2018-04-06,2018-04-17T16:20:00.260503
us-ofac.f0409abbdb52bbf14d3171993615c8ce1b4ba026,us-ofac,individual,Khamis Sirhan AL-MUHAMMAD,Khamis Sirhan,,,,AL-MUHAMMAD,,IRAQ2,,"Ba'th party regional command chairman, Karbala",,,,2018-04-06,2018-04-17T16:20:00.266592
us-ofac.0ef6384256fdba49fd434248901d0f00f3806035,us-ofac,individual,Sa'd abd-al-Majid al-Faysal AL-TIKRITI,Sa'd abd-al-Majid al-Faysal,,,,AL-TIKRITI,,IRAQ2,,"Ba'th party regional command chairman, Salah al-Din",,,,2018-04-06,2018-04-17T16:20:00.272895
us-ofac.75d213d546092bcf81903139118873bd20006422,us-ofac,individual,Dragon SPASOJEVIC,Dragon,,,,SPASOJEVIC,,BALKANS,,,,,,2018-04-06,2018-04-17T16:20:00.280285
