entity_id,name,first_name,second_name,third_name,father_name,last_name,title,type,quality,description
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,Mustafa MOHAMMED,Mustafa,,,,MOHAMMED,,a.k.a.,strong,
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,Mustafa FAZUL,Mustafa,,,,FAZUL,,a.k.a.,strong,
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,HUSSEIN,,,,,HUSSEIN,,a.k.a.,weak,
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,Mustafa Muhamad FADIL,Mustafa Muhamad,,,,FADIL,,a.k.a.,strong,
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,Abd Al Wakil AL MASRI,Abd Al Wakil,,,,AL MASRI,,a.k.a.,strong,
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,"ANIS, Abu",,,,,"ANIS, Abu",,a.k.a.,weak,
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,"YUSSRR, Abu",,,,,"YUSSRR, Abu",,a.k.a.,weak,
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,Hassan ALI,Hassan,,,,ALI,,a.k.a.,strong,
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,Nu MAN,Nu,,,,MAN,,a.k.a.,strong,
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,KHALID,,,,,KHALID,,a.k.a.,weak,
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,Abu JIHAD,Abu,,,,JIHAD,,a.k.a.,strong,
us-ofac.f414d38c02fde4ff5ab23b9d9cc14dc9e23fe175,Abu AL-NUBI,Abu,,,,AL-NUBI,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Ahmad Khalafan GHILANI,Ahmad Khalafan,,,,GHILANI,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Ahmed Khalfan AHMED,Ahmed Khalfan,,,,AHMED,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Abubakar K. AHMED,Abubakar K.,,,,AHMED,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Abubakary K. AHMED,Abubakary K.,,,,AHMED,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Abubakar AHMED,Abubakar,,,,AHMED,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Abu Bakr AHMAD,Abu Bakr,,,,AHMAD,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,"AHMED, A.",,,,,"AHMED, A.",,a.k.a.,weak,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Ahmed KHALFAN,Ahmed,,,,KHALFAN,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Ahmed Khalfan ALI,Ahmed Khalfan,,,,ALI,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Abubakar Khalfan AHMED,Abubakar Khalfan,,,,AHMED,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Ahmed GHAILANI,Ahmed,,,,GHAILANI,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Ahmad AL TANZANI,Ahmad,,,,AL TANZANI,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,"KHABAR, Abu",,,,,"KHABAR, Abu",,a.k.a.,weak,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,"BAKR, Abu",,,,,"BAKR, Abu",,a.k.a.,weak,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Abubakary Khalfan Ahmed GHAILANI,Abubakary Khalfan Ahmed,,,,GHAILANI,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Mahafudh Abubakar Ahmed Abdallah HUSSEIN,Mahafudh Abubakar Ahmed Abdallah,,,,HUSSEIN,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,Shariff Omar MOHAMMED,Shariff Omar,,,,MOHAMMED,,a.k.a.,strong,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,"""FOOPIE""",,,,,"""FOOPIE""",,a.k.a.,weak,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,"""FUPI""",,,,,"""FUPI""",,a.k.a.,weak,
us-ofac.b11c4c1e238a6782798de8c6fbfe191d4cea5ece,"""AHMED THE TANZANIAN""",,,,,"""AHMED THE TANZANIAN""",,a.k.a.,weak,
us-ofac.04a27040fe0f4aca8aa0b5e0c9d4922ef2222305,"GARBAYA, AHMED",,,,,"GARBAYA, AHMED",,a.k.a.,weak,
us-ofac.04a27040fe0f4aca8aa0b5e0c9d4922ef2222305,SA-ID,,,,,SA-ID,,a.k.a.,weak,
us-ofac.04a27040fe0f4aca8aa0b5e0c9d4922ef2222305,Samir SALWWAN,Samir,,,,SALWWAN,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Abdallah FAZUL,Abdallah,,,,FAZUL,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Abdalla FAZUL,Abdalla,,,,FAZUL,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Abdallah Mohammed FAZUL,Abdallah Mohammed,,,,FAZUL,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Fazul Abdilahi MOHAMMED,Fazul Abdilahi,,,,MOHAMMED,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Fazul ADBALLAH,Fazul,,,,ADBALLAH,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Fazul ABDALLA,Fazul,,,,ABDALLA,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Fazul MOHAMMED,Fazul,,,,MOHAMMED,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,HAROON,,,,,HAROON,,a.k.a.,weak,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,HARUN,,,,,HARUN,,a.k.a.,weak,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Haroon FAZUL,Haroon,,,,FAZUL,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Harun FAZUL,Harun,,,,FAZUL,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Fadil Abdallah MUHAMAD,Fadil Abdallah,,,,MUHAMAD,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Fadhil HAROUN,Fadhil,,,,HAROUN,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,"AL SUDANI, Abu Seif",,,,,"AL SUDANI, Abu Seif",,a.k.a.,weak,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Abu AISHA,Abu,,,,AISHA,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Abu LUQMAN,Abu,,,,LUQMAN,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Fadel Abdallah Mohammed ALI,Fadel Abdallah Mohammed,,,,ALI,,a.k.a.,strong,
us-ofac.e84d453c00ce533df1edf4993286671e5eea53f1,Fouad MOHAMMED,Fouad,,,,MOHAMMED,,a.k.a.,strong,
us-ofac.76929ce2438a2f2462a85a6d1129a04917281a2b,Ashraf Refaat Nabith HENIN,Ashraf Refaat Nabith,,,,HENIN,,a.k.a.,strong,
us-ofac.76929ce2438a2f2462a85a6d1129a04917281a2b,Khalid Adbul WADOOD,Khalid Adbul,,,,WADOOD,,a.k.a.,strong,
us-ofac.76929ce2438a2f2462a85a6d1129a04917281a2b,Salem ALI,Salem,,,,ALI,,a.k.a.,strong,
us-ofac.76929ce2438a2f2462a85a6d1129a04917281a2b,Fahd Bin Adballah BIN KHALID,Fahd Bin Adballah,,,,BIN KHALID,,a.k.a.,strong,
us-ofac.de7d9cca9a40b0d9263ad5419a55edd43bba99f9,Abdul Rahman Said YASIN,Abdul Rahman Said,,,,YASIN,,a.k.a.,strong,
us-ofac.de7d9cca9a40b0d9263ad5419a55edd43bba99f9,Aboud YASIN,Aboud,,,,YASIN,,a.k.a.,strong,
us-ofac.de7d9cca9a40b0d9263ad5419a55edd43bba99f9,Abdul Rahman S. TAHA,Abdul Rahman S.,,,,TAHA,,a.k.a.,strong,
us-ofac.de7d9cca9a40b0d9263ad5419a55edd43bba99f9,Abdul Rahman S. TAHER,Abdul Rahman S.,,,,TAHER,,a.k.a.,strong,
us-ofac.b8c1d26727a455f7bcf77c5301615b1cd790e69e,ARMY OF MOHAMMED,,,,,ARMY OF MOHAMMED,,a.k.a.,strong,
us-ofac.b8c1d26727a455f7bcf77c5301615b1cd790e69e,MOHAMMED'S ARMY,,,,,MOHAMMED'S ARMY,,a.k.a.,strong,
us-ofac.b8c1d26727a455f7bcf77c5301615b1cd790e69e,TEHRIK UL-FURQAAN,,,,,TEHRIK UL-FURQAAN,,a.k.a.,strong,
us-ofac.b8c1d26727a455f7bcf77c5301615b1cd790e69e,JAISH-E-MOHAMMED,,,,,JAISH-E-MOHAMMED,,a.k.a.,strong,
us-ofac.b8c1d26727a455f7bcf77c5301615b1cd790e69e,KHUDAMUL ISLAM,,,,,KHUDAMUL ISLAM,,a.k.a.,strong,
us-ofac.b8c1d26727a455f7bcf77c5301615b1cd790e69e,KHUDDAM-UL-ISLAM,,,,,KHUDDAM-UL-ISLAM,,a.k.a.,strong,
us-ofac.b8c1d26727a455f7bcf77c5301615b1cd790e69e,KUDDAM E ISLAMI,,,,,KUDDAM E ISLAMI,,a.k.a.,strong,
us-ofac.fc46bc6a8576b9051f9caf65644f2b44d2287ac4,SOCIETY OF ISLAMIC COOPERATION,,,,,SOCIETY OF ISLAMIC COOPERATION,,a.k.a.,strong,
us-ofac.fc46bc6a8576b9051f9caf65644f2b44d2287ac4,JAM'IYAT AL TA'AWUN AL ISLAMIYYA,,,,,JAM'IYAT AL TA'AWUN AL ISLAMIYYA,,a.k.a.,strong,
us-ofac.fc46bc6a8576b9051f9caf65644f2b44d2287ac4,JIT,,,,,JIT,,a.k.a.,strong,
us-ofac.4cf6826670a5b91633586416ba81b832015f15bd,Abd Al-Man'am SAIYID,Abd Al-Man'am,,,,SAIYID,,a.k.a.,strong,
us-ofac.cd4320e54c269b03afebdaef640dc3c608f32540,Mohammad Hamdi Sadiq AL-AHDAL,Mohammad Hamdi Sadiq,,,,AL-AHDAL,,a.k.a.,strong,
us-ofac.cd4320e54c269b03afebdaef640dc3c608f32540,Abu Asim AL-MAKKI,Abu Asim,,,,AL-MAKKI,,a.k.a.,strong,
us-ofac.f9a78b98a5c88ab032ace8cf9cf44c818a2e7b86,Muhammad AMIN,Muhammad,,,,AMIN,,a.k.a.,strong,
us-ofac.f9a78b98a5c88ab032ace8cf9cf44c818a2e7b86,Dr. Amin AH HAQ,Dr. Amin,,,,AH HAQ,,a.k.a.,strong,
us-ofac.f9a78b98a5c88ab032ace8cf9cf44c818a2e7b86,Dr. Amin UL-HAQ,Dr. Amin,,,,UL-HAQ,,a.k.a.,strong,
us-ofac.d5af7a78f44e50500c4d6da53b79b2a95acfb37d,Saqar AL-JADAWI,Saqar,,,,AL-JADAWI,,a.k.a.,strong,
us-ofac.d5af7a78f44e50500c4d6da53b79b2a95acfb37d,Saqr AL-JADDAW,Saqr,,,,AL-JADDAW,,a.k.a.,strong,
us-ofac.eb97e273ce53b5148e9d1aeaea78059bfbcbe633,Ben Muhammad AYADI SHAFIQ,Ben Muhammad,,,,AYADI SHAFIQ,,a.k.a.,strong,
us-ofac.eb97e273ce53b5148e9d1aeaea78059bfbcbe633,Ben Muhammad AYADI CHAFIK,Ben Muhammad,,,,AYADI CHAFIK,,a.k.a.,strong,
us-ofac.eb97e273ce53b5148e9d1aeaea78059bfbcbe633,Ben Muhammad AIADI,Ben Muhammad,,,,AIADI,,a.k.a.,strong,
us-ofac.eb97e273ce53b5148e9d1aeaea78059bfbcbe633,Ben Muhammad AIADY,Ben Muhammad,,,,AIADY,,a.k.a.,strong,
us-ofac.869ef588825b4a82c1b7c356c0cc8865de11237d,Raed M HIJAZI,Raed M,,,,HIJAZI,,a.k.a.,strong,
us-ofac.869ef588825b4a82c1b7c356c0cc8865de11237d,Abu-Ahmad AL-HAWEN,Abu-Ahmad,,,,AL-HAWEN,,a.k.a.,strong,
us-ofac.869ef588825b4a82c1b7c356c0cc8865de11237d,Rashid AL-MAGHRIBI,Rashid,,,,AL-MAGHRIBI,,a.k.a.,strong,
us-ofac.869ef588825b4a82c1b7c356c0cc8865de11237d,Abu-Ahmad AL-AMRIKI,Abu-Ahmad,,,,AL-AMRIKI,,a.k.a.,strong,
us-ofac.869ef588825b4a82c1b7c356c0cc8865de11237d,Abu-Ahmad AL-SHAHID,Abu-Ahmad,,,,AL-SHAHID,,a.k.a.,strong,
us-ofac.eeaf2dc265da9963eb882e7780f55d68c214bd5e,Mufti Rashid Ahmad LUDHIANVI,Mufti Rashid Ahmad,,,,LUDHIANVI,,a.k.a.,strong,
us-ofac.eeaf2dc265da9963eb882e7780f55d68c214bd5e,Mufti Rasheed AHMAD,Mufti Rasheed,,,,AHMAD,,a.k.a.,strong,
us-ofac.eeaf2dc265da9963eb882e7780f55d68c214bd5e,Mufti Rashid Ahmad WADEHYANOY,Mufti Rashid Ahmad,,,,WADEHYANOY,,a.k.a.,strong,
us-ofac.2d351686db4484d7867b2dfb092f2f291d3b0725,Abu Qatada AL-FILISTINI,Abu Qatada,,,,AL-FILISTINI,,a.k.a.,strong,
us-ofac.2d351686db4484d7867b2dfb092f2f291d3b0725,Abu Umr TAKFIRI,Abu Umr,,,,TAKFIRI,,a.k.a.,strong,
us-ofac.2d351686db4484d7867b2dfb092f2f291d3b0725,ABU ISMAIL,,,,,ABU ISMAIL,,a.k.a.,weak,
us-ofac.2d351686db4484d7867b2dfb092f2f291d3b0725,Abu Omar ABU UMAR,Abu Omar,,,,ABU UMAR,,a.k.a.,strong,
us-ofac.2d351686db4484d7867b2dfb092f2f291d3b0725,Al-Samman UTHMAN,Al-Samman,,,,UTHMAN,,a.k.a.,strong,
us-ofac.2d351686db4484d7867b2dfb092f2f291d3b0725,Abu Umar UMAR,Abu Umar,,,,UMAR,,a.k.a.,strong,
us-ofac.2d351686db4484d7867b2dfb092f2f291d3b0725,Umar UTHMAN,Umar,,,,UTHMAN,,a.k.a.,strong,
us-ofac.ddf359af5d707f3086db65f5ed3be40919b6859d,Takhir YULDASHEV,Takhir,,,,YULDASHEV,,a.k.a.,strong,
us-ofac.7b7073c6e3ba51974483ce3458862af53bc1559c,BARAKAAT BANK OF SOMALIA,,,,,BARAKAAT BANK OF SOMALIA,,a.k.a.,strong,
us-ofac.7b7073c6e3ba51974483ce3458862af53bc1559c,BBS,,,,,BBS,,a.k.a.,weak,
us-ofac.3a418b467691cfc73bc76b8ead97d4fbd5343839,AL-BARAKAT FINANCIAL COMPANY,,,,,AL-BARAKAT FINANCIAL COMPANY,,a.k.a.,strong,
us-ofac.693c63c5521ae7e2de11b2e202f15bd3011d08a4,BARAKAAT GLOBETELCOMPANY,,,,,BARAKAAT GLOBETELCOMPANY,,a.k.a.,strong,
us-ofac.f2be6a6d8857250bdb5cd904073261b4b607563c,BTELCO,,,,,BTELCO,,a.k.a.,strong,
us-ofac.4dfda5202b46ebee8c9f7cda13c0bc1f83362064,BARAKA TRADING COMPANY,,,,,BARAKA TRADING COMPANY,,a.k.a.,strong,
us-ofac.b6de2a346853ab388068ad612533f1f5c1974098,Sheikh Hassan Dahir Aweys ALI,Sheikh Hassan Dahir Aweys,,,,ALI,,a.k.a.,strong,
us-ofac.b6de2a346853ab388068ad612533f1f5c1974098,Shaykh Hassan Dahir AWES,Shaykh Hassan Dahir,,,,AWES,,a.k.a.,strong,
us-ofac.a240d4d6355700d1e862f09f9aa22f8e9f9b1614,BARACO CO.,,,,,BARACO CO.,,a.k.a.,strong,
us-ofac.54ef1e383b853ae0ad423b1e7719fb18fea871e5,BCC,,,,,BCC,,a.k.a.,weak,
us-ofac.e4c877d164e8e37665f86819e787ef025af0346c,BCG,,,,,BCG,,a.k.a.,weak,
us-ofac.b7de98b8d2b55b5a1a86ec96175d54fce1cff0c9,BICO,,,,,BICO,,a.k.a.,weak,
us-ofac.75575d7cb8ecf26001e9d2731e0895dbef9c9c13,BPE,,,,,BPE,,a.k.a.,weak,
us-ofac.da9fda9198ce985311a44d73b5b6bbd731ed4420,AL-AQSA AL-ISLAMI BANK,,,,,AL-AQSA AL-ISLAMI BANK,,a.k.a.,strong,
us-ofac.a5ce59a6147174b4576d64d695d119e27607cc58,ARAB PALESTINIAN BEIT EL-MAL COMPANY,,,,,ARAB PALESTINIAN BEIT EL-MAL COMPANY,,a.k.a.,strong,
us-ofac.a5ce59a6147174b4576d64d695d119e27607cc58,BEIT AL MAL HOLDINGS,,,,,BEIT AL MAL HOLDINGS,,a.k.a.,strong,
us-ofac.a5ce59a6147174b4576d64d695d119e27607cc58,BEIT EL MAL AL-PHALASTINI AL-ARABI AL-MUSHIMA AL-AAMA AL-MAHADUDA LTD.,,,,,BEIT EL MAL AL-PHALASTINI AL-ARABI AL-MUSHIMA AL-AAMA AL-MAHADUDA LTD.,,a.k.a.,strong,
us-ofac.a5ce59a6147174b4576d64d695d119e27607cc58,"PALESTINIAN ARAB BEIT EL MAL CORPORATION, LTD.",,,,,"PALESTINIAN ARAB BEIT EL MAL CORPORATION, LTD.",,a.k.a.,strong,
us-ofac.519534213946321c342f59cb468e9f0d0e89a937,OCCUPIED LAND FUND,,,,,OCCUPIED LAND FUND,,f.k.a.,strong,
us-ofac.0b2171dbb065cf60ffe98190724c3218e2548b8f,UMMAH TAMEER I-NAU,,,,,UMMAH TAMEER I-NAU,,a.k.a.,strong,
us-ofac.0b2171dbb065cf60ffe98190724c3218e2548b8f,UMMAH TAMIR I-NAU,,,,,UMMAH TAMIR I-NAU,,a.k.a.,strong,
us-ofac.0b2171dbb065cf60ffe98190724c3218e2548b8f,UMMAH TAMIR E-NAU,,,,,UMMAH TAMIR E-NAU,,a.k.a.,strong,
us-ofac.0b2171dbb065cf60ffe98190724c3218e2548b8f,RECONSTRUCTION OF THE MUSLIM UMMAH,,,,,RECONSTRUCTION OF THE MUSLIM UMMAH,,a.k.a.,strong,
us-ofac.0b2171dbb065cf60ffe98190724c3218e2548b8f,RECONSTRUCTION OF THE ISLAMIC COMMUNITY,,,,,RECONSTRUCTION OF THE ISLAMIC COMMUNITY,,a.k.a.,strong,
us-ofac.0b2171dbb065cf60ffe98190724c3218e2548b8f,FOUNDATION FOR CONSTRUCTION,,,,,FOUNDATION FOR CONSTRUCTION,,a.k.a.,strong,
us-ofac.0b2171dbb065cf60ffe98190724c3218e2548b8f,RECONSTRUCTION FOUNDATION,,,,,RECONSTRUCTION FOUNDATION,,a.k.a.,strong,
us-ofac.0b2171dbb065cf60ffe98190724c3218e2548b8f,NATION BUILDING,,,,,NATION BUILDING,,a.k.a.,strong,
us-ofac.0b2171dbb065cf60ffe98190724c3218e2548b8f,UMMAT TAMIR-I-PAU,,,,,UMMAT TAMIR-I-PAU,,a.k.a.,strong,
us-ofac.0b2171dbb065cf60ffe98190724c3218e2548b8f,UMMAT TAMIR E-NAU,,,,,UMMAT TAMIR E-NAU,,a.k.a.,strong,
us-ofac.0b2171dbb065cf60ffe98190724c3218e2548b8f,UTN,,,,,UTN,,a.k.a.,weak,
us-ofac.10f997383fa856d0e17c6005d8ffe31a77c1cf7a,Sultan Bashiruddin MAHMOOD,Sultan Bashiruddin,,,,MAHMOOD,,a.k.a.,strong,
us-ofac.10f997383fa856d0e17c6005d8ffe31a77c1cf7a,Sultan Baishiruddin MEKMUD,Sultan Baishiruddin,,,,MEKMUD,,a.k.a.,strong,
us-ofac.10f997383fa856d0e17c6005d8ffe31a77c1cf7a,Dr. Bashir Uddin MEHMOOD,Dr. Bashir Uddin,,,,MEHMOOD,,a.k.a.,strong,
us-ofac.7dc874339abec109629fddefd49ed437aa8363ad,Abdul MAJID,Abdul,,,,MAJID,,a.k.a.,strong,
us-ofac.7dc874339abec109629fddefd49ed437aa8363ad,Chaudhry Abdul MAJEED,Chaudhry Abdul,,,,MAJEED,,a.k.a.,strong,
us-ofac.600e3ea5cca7d8836c19bb7f3690f38ae23b2c97,Sheik Mohammed TUFAIL,Sheik Mohammed,,,,TUFAIL,,a.k.a.,strong,
us-ofac.600e3ea5cca7d8836c19bb7f3690f38ae23b2c97,S.M. TUFAIL,S.M.,,,,TUFAIL,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,LASHKAR E-TOIBA,,,,,LASHKAR E-TOIBA,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,LASHKAR-I-TAIBA,,,,,LASHKAR-I-TAIBA,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,ARMY OF THE RIGHTEOUS,,,,,ARMY OF THE RIGHTEOUS,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,ARMY OF THE PURE,,,,,ARMY OF THE PURE,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,ARMY OF THE PURE AND RIGHTEOUS,,,,,ARMY OF THE PURE AND RIGHTEOUS,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,AL MANSOOREEN,,,,,AL MANSOOREEN,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,AL MANSOORIAN,,,,,AL MANSOORIAN,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,PAASBAN-E-KASHMIR,,,,,PAASBAN-E-KASHMIR,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,PAASBAN-I-AHLE-HADITH,,,,,PAASBAN-I-AHLE-HADITH,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,PASBAN-E-KASHMIR,,,,,PASBAN-E-KASHMIR,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,PASBAN-E-AHLE-HADITH,,,,,PASBAN-E-AHLE-HADITH,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,PAASBAN-E-AHLE-HADIS,,,,,PAASBAN-E-AHLE-HADIS,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,JAMAAT-UD-DAWA,,,,,JAMAAT-UD-DAWA,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,JUD,,,,,JUD,,a.k.a.,weak,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,JAMA'AT AL-DAWA,,,,,JAMA'AT AL-DAWA,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,JAMAAT UD-DAAWA,,,,,JAMAAT UD-DAAWA,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,JAMAAT UL-DAWAH,,,,,JAMAAT UL-DAWAH,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,JAMAAT-UL-DAWA,,,,,JAMAAT-UL-DAWA,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,JAMA'AT-I-DAWAT,,,,,JAMA'AT-I-DAWAT,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,JAMAIAT-UD-DAWA,,,,,JAMAIAT-UD-DAWA,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,JAMA'AT-UD-DA'AWAH,,,,,JAMA'AT-UD-DA'AWAH,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,JAMA'AT-UD-DA'AWA,,,,,JAMA'AT-UD-DA'AWA,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,JAMAATI-UD-DAWA,,,,,JAMAATI-UD-DAWA,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,IDARA KHIDMAT-E-KHALQ,,,,,IDARA KHIDMAT-E-KHALQ,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,FALAH-I-INSANIAT FOUNDATION (FIF),,,,,FALAH-I-INSANIAT FOUNDATION (FIF),,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,FALAH-E-INSANIAT FOUNDATION,,,,,FALAH-E-INSANIAT FOUNDATION,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,FALAH-E-INSANIYAT,,,,,FALAH-E-INSANIYAT,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,FALAH-I-INSANIYAT,,,,,FALAH-I-INSANIYAT,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,FALAH INSANIA,,,,,FALAH INSANIA,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,WELFARE OF HUMANITY,,,,,WELFARE OF HUMANITY,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,HUMANITARIAN WELFARE FOUNDATION,,,,,HUMANITARIAN WELFARE FOUNDATION,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,HUMAN WELFARE FOUNDATION,,,,,HUMAN WELFARE FOUNDATION,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,AL-ANFAL TRUST,,,,,AL-ANFAL TRUST,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,TEHRIK-E-HURMAT-E-RASOOL,,,,,TEHRIK-E-HURMAT-E-RASOOL,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,TEHRIK-E-TAHAFUZ QIBLA AWWAL,,,,,TEHRIK-E-TAHAFUZ QIBLA AWWAL,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,AL-MUHAMMADIA STUDENTS,,,,,AL-MUHAMMADIA STUDENTS,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,KASHMIR FREEDOM MOVEMENT,,,,,KASHMIR FREEDOM MOVEMENT,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,TEHREEK-E-AZADI-E-KASHMIR,,,,,TEHREEK-E-AZADI-E-KASHMIR,,a.k.a.,strong,
us-ofac.8e469f675c4d192677dcca03f7d9d9cbda2db056,TEHREEK AZADI JAMMU AND KASHMIR,,,,,TEHREEK AZADI JAMMU AND KASHMIR,,a.k.a.,strong,
